order_id,product_id,product_category,seasonality_factor,day_of_week,holiday_event(yes/no),discount(%)
ORD006122,PROD6929,Clothing,Peak,Friday,No,9
ORD004418,PROD1618,Furniture,Normal,Friday,No,16
ORD002598,PROD5560,Pharmaceuticals,Festival,Friday,No,42
ORD002404,PROD5037,Pharmaceuticals,Festival,Friday,Yes,30
ORD008826,PROD9520,Clothing,Normal,Friday,No,38
ORD008646,PROD3238,Furniture,Festival,Friday,Yes,47
ORD002475,PROD6484,Clothing,Peak,Friday,No,23
ORD013768,PROD3467,Electronics,Festival,Friday,No,2
ORD011731,PROD4319,Pharmaceuticals,Festival,Friday,No,42
ORD012906,PROD3591,Clothing,Normal,Friday,Yes,7
ORD014353,PROD8458,Clothing,Normal,Friday,No,17
ORD010522,PROD1208,Groceries,Off-Peak,Friday,Yes,11
ORD014030,PROD5549,Pharmaceuticals,Normal,Friday,No,3
ORD007456,PROD4845,Pharmaceuticals,Normal,Friday,Yes,0
ORD005497,PROD6793,Electronics,Festival,Friday,No,30
ORD009415,PROD7292,Clothing,Off-Peak,Friday,No,41
ORD008905,PROD3415,Pharmaceuticals,Off-Peak,Friday,No,39
ORD007520,PROD7799,Clothing,Off-Peak,Friday,No,7
ORD000452,PROD1400,Furniture,Off-Peak,Friday,No,35
ORD005348,PROD7235,Clothing,Off-Peak,Friday,No,22
ORD009871,PROD5843,Clothing,Festival,Friday,No,40
ORD006965,PROD7388,Clothing,Festival,Friday,No,5
ORD014148,PROD8318,Electronics,Festival,Friday,Yes,4
ORD010359,PROD9807,Pharmaceuticals,Normal,Friday,Yes,16
ORD009751,PROD1178,Pharmaceuticals,Normal,Friday,No,12
ORD002971,PROD1862,Clothing,Peak,Friday,No,24
ORD004596,PROD3893,Pharmaceuticals,Off-Peak,Friday,No,24
ORD009449,PROD3735,Groceries,Peak,Friday,No,35
ORD010762,PROD3018,Furniture,Off-Peak,Friday,No,19
ORD000578,PROD3496,Electronics,Normal,Friday,No,41
ORD011738,PROD5307,Furniture,Peak,Friday,No,32
ORD003110,PROD8096,Groceries,Peak,Friday,No,22
ORD011222,PROD9982,Groceries,Festival,Friday,No,8
ORD014419,PROD3255,Electronics,Peak,Friday,Yes,38
ORD003101,PROD8265,Electronics,Normal,Friday,No,8
ORD014615,PROD4985,Furniture,Festival,Friday,No,30
ORD002053,PROD2923,Electronics,Festival,Friday,No,2
ORD006534,PROD6855,Clothing,Normal,Friday,Yes,37
ORD000372,PROD4728,Furniture,Peak,Friday,No,21
ORD011820,PROD7525,Furniture,Peak,Friday,No,11
ORD002463,PROD9123,Pharmaceuticals,Off-Peak,Friday,No,16
ORD007990,PROD2401,Pharmaceuticals,Off-Peak,Friday,No,5
ORD004757,PROD5454,Clothing,Off-Peak,Friday,No,15
ORD005287,PROD9784,Pharmaceuticals,Off-Peak,Friday,No,40
ORD006354,PROD8965,Clothing,Normal,Friday,No,17
ORD003963,PROD4327,Electronics,Normal,Friday,No,41
ORD012922,PROD6102,Furniture,Normal,Friday,No,13
ORD001442,PROD1715,Furniture,Festival,Friday,No,4
ORD004756,PROD9464,Clothing,Peak,Friday,No,37
ORD000502,PROD9849,Groceries,Normal,Friday,No,1
ORD011591,PROD8919,Clothing,Peak,Friday,Yes,22
ORD011800,PROD7130,Groceries,Normal,Friday,Yes,17
ORD000814,PROD5722,Electronics,Off-Peak,Friday,No,11
ORD002073,PROD6927,Electronics,Festival,Friday,No,11
ORD014789,PROD5539,Electronics,Off-Peak,Friday,Yes,3
ORD013927,PROD5719,Groceries,Festival,Friday,No,43
ORD000869,PROD3236,Clothing,Off-Peak,Friday,No,16
ORD007028,PROD5275,Pharmaceuticals,Festival,Friday,No,17
ORD012196,PROD5208,Clothing,Normal,Friday,No,33
ORD006654,PROD8777,Groceries,Normal,Friday,No,9
ORD009325,PROD1131,Clothing,Peak,Friday,No,40
ORD007968,PROD2029,Electronics,Normal,Friday,No,41
ORD001965,PROD4814,Furniture,Peak,Friday,No,3
ORD013276,PROD6963,Groceries,Off-Peak,Friday,No,12
ORD006857,PROD4507,Groceries,Festival,Friday,No,4
ORD011226,PROD9646,Electronics,Festival,Friday,No,30
ORD013367,PROD3906,Groceries,Off-Peak,Friday,No,37
ORD002337,PROD4984,Groceries,Off-Peak,Friday,No,13
ORD011250,PROD9284,Electronics,Peak,Friday,Yes,32
ORD013775,PROD8783,Furniture,Normal,Friday,No,41
ORD000055,PROD7227,Clothing,Festival,Friday,Yes,17
ORD006447,PROD6206,Clothing,Festival,Friday,No,45
ORD007829,PROD8612,Furniture,Peak,Friday,Yes,47
ORD001538,PROD4941,Electronics,Off-Peak,Friday,No,14
ORD001330,PROD4232,Clothing,Festival,Friday,No,44
ORD003333,PROD7349,Electronics,Normal,Friday,Yes,41
ORD012709,PROD6456,Furniture,Festival,Friday,No,10
ORD013078,PROD6741,Pharmaceuticals,Off-Peak,Friday,No,21
ORD006744,PROD7269,Electronics,Normal,Friday,No,44
ORD004849,PROD1146,Pharmaceuticals,Festival,Friday,Yes,19
ORD000354,PROD3900,Groceries,Normal,Friday,Yes,5
ORD012016,PROD4283,Furniture,Off-Peak,Friday,Yes,19
ORD010372,PROD3790,Clothing,Festival,Friday,No,19
ORD005392,PROD1601,Furniture,Off-Peak,Friday,No,29
ORD011957,PROD6281,Furniture,Festival,Friday,No,26
ORD005907,PROD5641,Clothing,Festival,Friday,No,27
ORD001981,PROD5676,Furniture,Peak,Friday,No,8
ORD006810,PROD6654,Pharmaceuticals,Peak,Friday,No,12
ORD006267,PROD7977,Furniture,Peak,Friday,No,18
ORD011333,PROD9481,Electronics,Peak,Friday,No,47
ORD002357,PROD4764,Pharmaceuticals,Peak,Friday,No,6
ORD011114,PROD2401,Clothing,Normal,Friday,No,45
ORD000263,PROD4853,Groceries,Normal,Friday,Yes,45
ORD001268,PROD4460,Pharmaceuticals,Off-Peak,Friday,Yes,2
ORD011549,PROD5939,Clothing,Normal,Friday,No,1
ORD010526,PROD1341,Groceries,Festival,Friday,No,35
ORD010819,PROD3294,Groceries,Normal,Friday,Yes,23
ORD007894,PROD1153,Electronics,Normal,Friday,No,23
ORD002543,PROD7408,Furniture,Normal,Friday,No,42
ORD008313,PROD2527,Electronics,Off-Peak,Friday,No,29
ORD004348,PROD8899,Groceries,Festival,Friday,No,33
ORD000457,PROD8461,Pharmaceuticals,Normal,Friday,Yes,9
ORD014296,PROD9373,Electronics,Normal,Friday,Yes,36
ORD004125,PROD9397,Clothing,Peak,Friday,Yes,12
ORD009895,PROD7008,Clothing,Peak,Friday,Yes,33
ORD002524,PROD2392,Pharmaceuticals,Normal,Friday,No,45
ORD009390,PROD6269,Clothing,Off-Peak,Friday,No,35
ORD011609,PROD7059,Pharmaceuticals,Festival,Friday,No,25
ORD008747,PROD7697,Pharmaceuticals,Off-Peak,Saturday,No,48
ORD012370,PROD3609,Electronics,Festival,Saturday,No,30
ORD009313,PROD2797,Clothing,Normal,Saturday,No,41
ORD014621,PROD4060,Pharmaceuticals,Peak,Saturday,No,39
ORD011477,PROD8925,Electronics,Festival,Saturday,Yes,34
ORD006229,PROD1550,Groceries,Off-Peak,Saturday,Yes,13
ORD013128,PROD5590,Clothing,Off-Peak,Saturday,No,11
ORD003506,PROD5511,Electronics,Normal,Saturday,No,48
ORD010037,PROD6770,Electronics,Peak,Saturday,No,14
ORD009940,PROD5560,Pharmaceuticals,Peak,Saturday,No,42
ORD010940,PROD7904,Electronics,Normal,Saturday,No,15
ORD000902,PROD1606,Groceries,Festival,Saturday,No,48
ORD009788,PROD6496,Pharmaceuticals,Off-Peak,Saturday,No,35
ORD003273,PROD1547,Groceries,Off-Peak,Saturday,No,12
ORD005801,PROD6782,Pharmaceuticals,Peak,Saturday,Yes,49
ORD009686,PROD7911,Groceries,Normal,Saturday,No,33
ORD001611,PROD8055,Furniture,Festival,Saturday,No,5
ORD008114,PROD5292,Pharmaceuticals,Normal,Saturday,No,29
ORD013908,PROD2329,Clothing,Off-Peak,Saturday,No,41
ORD003986,PROD1092,Pharmaceuticals,Normal,Saturday,No,43
ORD008688,PROD3414,Clothing,Normal,Saturday,No,6
ORD011546,PROD1692,Furniture,Off-Peak,Saturday,No,42
ORD001700,PROD7044,Furniture,Normal,Saturday,Yes,42
ORD009251,PROD6729,Groceries,Normal,Saturday,No,19
ORD009986,PROD8790,Clothing,Normal,Saturday,No,32
ORD001498,PROD2623,Groceries,Normal,Saturday,Yes,34
ORD001358,PROD2257,Clothing,Off-Peak,Saturday,No,14
ORD011444,PROD7230,Furniture,Festival,Saturday,Yes,43
ORD002388,PROD2245,Electronics,Peak,Saturday,No,1
ORD002047,PROD8625,Clothing,Festival,Saturday,No,29
ORD000865,PROD3369,Pharmaceuticals,Festival,Saturday,No,29
ORD007187,PROD3679,Clothing,Festival,Saturday,No,26
ORD009195,PROD9722,Groceries,Festival,Saturday,No,47
ORD014102,PROD2096,Electronics,Normal,Saturday,No,40
ORD014016,PROD4555,Clothing,Normal,Saturday,No,43
ORD007134,PROD6804,Clothing,Off-Peak,Saturday,No,20
ORD008296,PROD1527,Pharmaceuticals,Off-Peak,Saturday,Yes,3
ORD014873,PROD7228,Furniture,Off-Peak,Saturday,Yes,1
ORD010306,PROD3033,Electronics,Normal,Saturday,No,32
ORD000316,PROD9280,Pharmaceuticals,Peak,Saturday,No,5
ORD010685,PROD6803,Pharmaceuticals,Peak,Saturday,No,27
ORD012751,PROD2196,Electronics,Peak,Saturday,No,43
ORD002435,PROD7311,Pharmaceuticals,Festival,Saturday,No,9
ORD013673,PROD6900,Groceries,Normal,Saturday,No,12
ORD011755,PROD8790,Electronics,Festival,Saturday,No,49
ORD014250,PROD2320,Groceries,Normal,Saturday,No,31
ORD013299,PROD4669,Furniture,Peak,Saturday,No,24
ORD006510,PROD3938,Groceries,Peak,Saturday,Yes,2
ORD009989,PROD8156,Clothing,Peak,Saturday,No,34
ORD011134,PROD8207,Clothing,Normal,Saturday,No,35
ORD000569,PROD1853,Electronics,Festival,Saturday,Yes,37
ORD003097,PROD2228,Clothing,Festival,Saturday,No,25
ORD009286,PROD8110,Furniture,Festival,Saturday,No,26
ORD004942,PROD1214,Furniture,Festival,Saturday,No,47
ORD009191,PROD3235,Electronics,Festival,Saturday,No,13
ORD007584,PROD9541,Furniture,Off-Peak,Saturday,No,46
ORD010341,PROD8447,Electronics,Festival,Saturday,No,32
ORD006544,PROD9677,Electronics,Normal,Saturday,No,18
ORD010453,PROD8069,Groceries,Normal,Saturday,No,25
ORD010683,PROD6858,Clothing,Festival,Saturday,Yes,30
ORD003720,PROD9095,Electronics,Off-Peak,Saturday,Yes,11
ORD014852,PROD8528,Furniture,Peak,Saturday,No,6
ORD013997,PROD8596,Clothing,Off-Peak,Saturday,Yes,29
ORD013317,PROD2071,Clothing,Festival,Saturday,No,17
ORD004008,PROD9798,Furniture,Festival,Saturday,No,9
ORD003592,PROD6614,Clothing,Normal,Saturday,No,42
ORD002584,PROD4798,Pharmaceuticals,Festival,Saturday,No,26
ORD005272,PROD4323,Pharmaceuticals,Peak,Saturday,No,44
ORD013995,PROD6314,Clothing,Peak,Saturday,No,41
ORD014384,PROD1031,Groceries,Normal,Saturday,Yes,38
ORD009966,PROD5487,Electronics,Off-Peak,Saturday,No,17
ORD009892,PROD7701,Clothing,Peak,Saturday,No,2
ORD010942,PROD4285,Groceries,Off-Peak,Saturday,No,16
ORD013258,PROD4700,Furniture,Festival,Saturday,No,42
ORD004470,PROD6570,Furniture,Off-Peak,Saturday,No,28
ORD010756,PROD8925,Groceries,Peak,Saturday,No,27
ORD001327,PROD2684,Clothing,Normal,Saturday,No,36
ORD013667,PROD6654,Electronics,Off-Peak,Saturday,No,36
ORD007782,PROD6243,Electronics,Normal,Saturday,No,34
ORD004594,PROD8749,Pharmaceuticals,Peak,Saturday,Yes,42
ORD009060,PROD9035,Groceries,Off-Peak,Saturday,No,6
ORD005846,PROD4898,Electronics,Off-Peak,Saturday,No,45
ORD011711,PROD8513,Clothing,Festival,Saturday,Yes,42
ORD007869,PROD8807,Electronics,Off-Peak,Saturday,No,40
ORD009381,PROD6751,Electronics,Normal,Saturday,No,1
ORD004990,PROD6299,Electronics,Peak,Saturday,No,19
ORD011826,PROD8713,Electronics,Normal,Saturday,Yes,15
ORD004471,PROD2917,Furniture,Off-Peak,Saturday,No,15
ORD003921,PROD2890,Electronics,Normal,Saturday,Yes,21
ORD003689,PROD9524,Electronics,Peak,Saturday,No,25
ORD006297,PROD5380,Groceries,Peak,Saturday,No,10
ORD006973,PROD5498,Pharmaceuticals,Festival,Saturday,No,4
ORD006470,PROD7944,Groceries,Peak,Saturday,No,24
ORD010960,PROD5432,Pharmaceuticals,Off-Peak,Saturday,No,17
ORD005188,PROD5953,Clothing,Normal,Saturday,No,1
ORD013146,PROD8993,Clothing,Normal,Saturday,Yes,43
ORD013337,PROD1111,Groceries,Festival,Saturday,No,11
ORD008684,PROD1462,Furniture,Festival,Saturday,No,21
ORD014817,PROD7934,Furniture,Festival,Saturday,No,32
ORD002301,PROD4583,Pharmaceuticals,Peak,Saturday,No,11
ORD012355,PROD3173,Pharmaceuticals,Off-Peak,Saturday,No,26
ORD005746,PROD8155,Electronics,Normal,Saturday,No,17
ORD003640,PROD2069,Pharmaceuticals,Normal,Saturday,No,16
ORD009861,PROD1244,Furniture,Peak,Saturday,No,6
ORD014209,PROD3539,Pharmaceuticals,Normal,Saturday,No,25
ORD001588,PROD1599,Electronics,Normal,Saturday,No,7
ORD014503,PROD1686,Groceries,Normal,Saturday,No,1
ORD003763,PROD2852,Furniture,Normal,Saturday,Yes,37
ORD008786,PROD7528,Electronics,Festival,Saturday,No,40
ORD012377,PROD9515,Electronics,Peak,Saturday,No,44
ORD010824,PROD8925,Furniture,Festival,Saturday,No,28
ORD001434,PROD6517,Pharmaceuticals,Off-Peak,Saturday,No,25
ORD013014,PROD8414,Furniture,Peak,Saturday,No,4
ORD007440,PROD6902,Clothing,Normal,Saturday,No,12
ORD002756,PROD6533,Clothing,Peak,Saturday,No,31
ORD004441,PROD3579,Electronics,Off-Peak,Saturday,No,8
ORD009218,PROD7925,Groceries,Off-Peak,Saturday,No,47
ORD012762,PROD1309,Electronics,Peak,Saturday,No,49
ORD009515,PROD5582,Groceries,Off-Peak,Saturday,No,47
ORD005570,PROD6228,Clothing,Off-Peak,Saturday,No,10
ORD002602,PROD4063,Clothing,Normal,Saturday,Yes,13
ORD010830,PROD5247,Furniture,Festival,Saturday,No,2
ORD010722,PROD2989,Clothing,Peak,Saturday,No,28
ORD005443,PROD3947,Pharmaceuticals,Normal,Saturday,No,46
ORD000490,PROD5543,Electronics,Off-Peak,Saturday,Yes,39
ORD003216,PROD3580,Clothing,Off-Peak,Saturday,No,13
ORD008774,PROD9520,Clothing,Off-Peak,Saturday,No,32
ORD004973,PROD8515,Electronics,Peak,Saturday,No,39
ORD009338,PROD5606,Groceries,Off-Peak,Saturday,Yes,36
ORD000440,PROD8752,Pharmaceuticals,Off-Peak,Saturday,No,36
ORD009326,PROD8116,Electronics,Off-Peak,Saturday,Yes,6
ORD007203,PROD4337,Pharmaceuticals,Off-Peak,Saturday,No,18
ORD007080,PROD5262,Furniture,Off-Peak,Saturday,No,42
ORD005869,PROD8122,Furniture,Peak,Saturday,No,11
ORD006012,PROD4104,Electronics,Festival,Saturday,No,20
ORD006867,PROD5478,Clothing,Festival,Saturday,Yes,12
ORD008246,PROD5496,Groceries,Normal,Saturday,No,35
ORD005067,PROD8076,Pharmaceuticals,Off-Peak,Saturday,No,39
ORD007418,PROD8755,Clothing,Off-Peak,Saturday,No,37
ORD003191,PROD1326,Pharmaceuticals,Festival,Saturday,No,17
ORD007327,PROD3985,Furniture,Festival,Saturday,No,27
ORD004953,PROD9667,Electronics,Normal,Saturday,No,10
ORD010733,PROD6093,Electronics,Peak,Saturday,No,35
ORD006071,PROD4493,Furniture,Normal,Saturday,No,29
ORD001660,PROD5089,Electronics,Peak,Saturday,Yes,43
ORD004826,PROD6113,Pharmaceuticals,Off-Peak,Saturday,Yes,14
ORD007047,PROD2815,Clothing,Normal,Saturday,No,48
ORD004878,PROD1646,Clothing,Festival,Saturday,No,41
ORD013126,PROD1928,Electronics,Normal,Saturday,Yes,38
ORD014357,PROD8859,Groceries,Peak,Saturday,Yes,28
ORD010861,PROD6261,Groceries,Off-Peak,Saturday,Yes,11
ORD003394,PROD9561,Groceries,Normal,Saturday,No,23
ORD005414,PROD8001,Furniture,Normal,Saturday,No,20
ORD005260,PROD9051,Clothing,Off-Peak,Saturday,No,18
ORD007516,PROD3805,Furniture,Festival,Saturday,No,39
ORD000509,PROD4505,Electronics,Normal,Sunday,No,20
ORD007887,PROD3903,Groceries,Off-Peak,Sunday,No,16
ORD004908,PROD6254,Groceries,Festival,Sunday,No,12
ORD010583,PROD7189,Clothing,Peak,Sunday,No,1
ORD004224,PROD4796,Clothing,Normal,Sunday,No,13
ORD006368,PROD1775,Groceries,Normal,Sunday,Yes,40
ORD008289,PROD7867,Electronics,Festival,Sunday,No,43
ORD000637,PROD9098,Electronics,Festival,Sunday,No,19
ORD004214,PROD3299,Furniture,Normal,Sunday,Yes,24
ORD000392,PROD2776,Furniture,Normal,Sunday,No,35
ORD006162,PROD6336,Pharmaceuticals,Festival,Sunday,Yes,27
ORD002583,PROD8570,Groceries,Peak,Sunday,No,36
ORD001849,PROD6990,Furniture,Festival,Sunday,Yes,24
ORD005714,PROD1870,Electronics,Festival,Sunday,No,23
ORD001595,PROD3039,Pharmaceuticals,Peak,Sunday,No,24
ORD013133,PROD7875,Groceries,Peak,Sunday,No,15
ORD000612,PROD9031,Furniture,Off-Peak,Sunday,Yes,15
ORD008558,PROD4348,Clothing,Festival,Sunday,No,20
ORD003370,PROD2970,Electronics,Peak,Sunday,Yes,44
ORD013980,PROD8871,Clothing,Off-Peak,Sunday,No,21
ORD014941,PROD3601,Pharmaceuticals,Normal,Sunday,No,40
ORD003405,PROD6633,Clothing,Off-Peak,Sunday,No,37
ORD012168,PROD9765,Groceries,Normal,Sunday,No,44
ORD014791,PROD7889,Groceries,Off-Peak,Sunday,No,37
ORD008196,PROD5170,Furniture,Festival,Sunday,No,42
ORD006213,PROD8581,Electronics,Peak,Sunday,No,5
ORD006786,PROD9837,Pharmaceuticals,Normal,Sunday,No,34
ORD009242,PROD1942,Groceries,Peak,Sunday,No,44
ORD004477,PROD7178,Pharmaceuticals,Off-Peak,Sunday,Yes,10
ORD011792,PROD1414,Groceries,Peak,Sunday,No,46
ORD014284,PROD2748,Electronics,Off-Peak,Sunday,No,4
ORD006372,PROD8469,Pharmaceuticals,Peak,Sunday,No,19
ORD006676,PROD5723,Groceries,Normal,Sunday,No,25
ORD007523,PROD3483,Electronics,Off-Peak,Sunday,No,4
ORD004914,PROD9151,Pharmaceuticals,Normal,Sunday,No,38
ORD014286,PROD4279,Clothing,Off-Peak,Sunday,No,44
ORD014561,PROD5806,Furniture,Festival,Sunday,No,44
ORD010548,PROD2638,Clothing,Normal,Sunday,Yes,18
ORD005404,PROD3906,Pharmaceuticals,Normal,Sunday,No,9
ORD007037,PROD1853,Pharmaceuticals,Normal,Sunday,No,44
ORD003323,PROD2342,Electronics,Peak,Sunday,Yes,26
ORD014113,PROD1050,Furniture,Peak,Sunday,No,12
ORD006757,PROD9270,Clothing,Peak,Sunday,No,13
ORD006072,PROD1746,Groceries,Normal,Sunday,No,4
ORD000882,PROD9824,Furniture,Peak,Sunday,No,14
ORD013180,PROD6773,Clothing,Off-Peak,Sunday,No,17
ORD008694,PROD2512,Pharmaceuticals,Peak,Sunday,No,36
ORD013185,PROD6316,Furniture,Normal,Sunday,No,20
ORD007147,PROD3783,Groceries,Normal,Sunday,No,48
ORD012623,PROD6017,Furniture,Festival,Sunday,No,35
ORD014769,PROD5024,Furniture,Off-Peak,Sunday,No,29
ORD011387,PROD2795,Groceries,Peak,Sunday,No,46
ORD012399,PROD2697,Furniture,Off-Peak,Sunday,No,49
ORD000653,PROD9004,Pharmaceuticals,Normal,Sunday,No,7
ORD006437,PROD4206,Clothing,Off-Peak,Sunday,No,47
ORD008482,PROD4613,Furniture,Normal,Sunday,No,32
ORD007174,PROD6169,Furniture,Off-Peak,Sunday,No,17
ORD013087,PROD8264,Furniture,Normal,Sunday,No,16
ORD013117,PROD4680,Clothing,Peak,Sunday,No,43
ORD009691,PROD6926,Furniture,Peak,Sunday,No,40
ORD000729,PROD4697,Furniture,Off-Peak,Sunday,No,26
ORD014899,PROD7637,Furniture,Festival,Sunday,No,33
ORD010882,PROD1544,Electronics,Festival,Sunday,No,45
ORD000193,PROD7669,Electronics,Normal,Sunday,No,15
ORD002434,PROD6315,Furniture,Peak,Sunday,No,23
ORD012398,PROD3032,Groceries,Peak,Sunday,No,31
ORD011626,PROD4808,Clothing,Normal,Sunday,No,45
ORD006672,PROD9515,Electronics,Off-Peak,Sunday,No,2
ORD010367,PROD2229,Pharmaceuticals,Festival,Sunday,No,16
ORD005060,PROD3509,Pharmaceuticals,Off-Peak,Sunday,No,43
ORD007190,PROD2900,Electronics,Peak,Sunday,No,33
ORD003041,PROD5455,Electronics,Off-Peak,Sunday,No,44
ORD003792,PROD8091,Pharmaceuticals,Off-Peak,Sunday,No,49
ORD007844,PROD9750,Groceries,Normal,Sunday,No,18
ORD002437,PROD5781,Clothing,Off-Peak,Sunday,No,43
ORD010305,PROD2953,Pharmaceuticals,Normal,Sunday,No,17
ORD014465,PROD1009,Pharmaceuticals,Normal,Sunday,No,35
ORD011917,PROD8202,Clothing,Festival,Sunday,No,11
ORD004496,PROD1159,Groceries,Festival,Sunday,No,6
ORD000713,PROD1841,Clothing,Off-Peak,Sunday,No,17
ORD001127,PROD8802,Furniture,Normal,Sunday,No,24
ORD001891,PROD9589,Electronics,Off-Peak,Sunday,No,44
ORD010440,PROD1271,Furniture,Festival,Sunday,Yes,12
ORD007433,PROD4599,Pharmaceuticals,Peak,Sunday,No,45
ORD010798,PROD6811,Electronics,Normal,Sunday,No,15
ORD012962,PROD1786,Electronics,Peak,Sunday,No,46
ORD014537,PROD6075,Pharmaceuticals,Normal,Sunday,No,18
ORD005054,PROD6231,Pharmaceuticals,Off-Peak,Sunday,No,48
ORD006481,PROD7156,Furniture,Festival,Sunday,No,12
ORD009850,PROD5765,Pharmaceuticals,Normal,Sunday,No,21
ORD008100,PROD1491,Pharmaceuticals,Normal,Sunday,No,35
ORD009874,PROD5589,Groceries,Off-Peak,Sunday,No,38
ORD009441,PROD2923,Clothing,Festival,Sunday,No,31
ORD009075,PROD3198,Clothing,Off-Peak,Sunday,No,45
ORD001694,PROD4292,Groceries,Off-Peak,Sunday,No,38
ORD009373,PROD9353,Furniture,Normal,Sunday,No,16
ORD002800,PROD6629,Clothing,Normal,Sunday,Yes,43
ORD001182,PROD2494,Furniture,Festival,Sunday,No,22
ORD001515,PROD9647,Furniture,Peak,Sunday,Yes,23
ORD009520,PROD2743,Electronics,Festival,Sunday,No,24
ORD011703,PROD8708,Pharmaceuticals,Peak,Sunday,No,49
ORD014669,PROD2114,Furniture,Off-Peak,Sunday,No,44
ORD014874,PROD1377,Clothing,Peak,Sunday,No,13
ORD002817,PROD3340,Clothing,Festival,Sunday,No,49
ORD009027,PROD3033,Clothing,Peak,Sunday,No,5
ORD012030,PROD8820,Clothing,Normal,Sunday,No,48
ORD010405,PROD8670,Pharmaceuticals,Normal,Sunday,Yes,11
ORD010038,PROD9887,Pharmaceuticals,Normal,Sunday,No,10
ORD013671,PROD8441,Groceries,Peak,Sunday,Yes,43
ORD008492,PROD4105,Groceries,Normal,Sunday,No,22
ORD002081,PROD3455,Groceries,Normal,Sunday,No,15
ORD008762,PROD8949,Pharmaceuticals,Normal,Sunday,Yes,24
ORD007024,PROD6451,Electronics,Normal,Sunday,No,6
ORD002188,PROD9120,Pharmaceuticals,Normal,Sunday,Yes,40
ORD001200,PROD9313,Clothing,Normal,Sunday,No,25
ORD002935,PROD9128,Clothing,Off-Peak,Sunday,Yes,8
ORD002084,PROD9525,Furniture,Off-Peak,Sunday,No,35
ORD005831,PROD7058,Clothing,Off-Peak,Sunday,Yes,24
ORD013874,PROD4160,Clothing,Festival,Sunday,Yes,6
ORD012659,PROD3628,Pharmaceuticals,Peak,Sunday,No,7
ORD003624,PROD1230,Pharmaceuticals,Peak,Sunday,No,40
ORD009375,PROD1846,Clothing,Normal,Sunday,No,11
ORD011522,PROD9497,Groceries,Normal,Sunday,No,41
ORD011009,PROD3076,Clothing,Festival,Sunday,No,46
ORD005535,PROD4116,Pharmaceuticals,Normal,Sunday,No,37
ORD014829,PROD4611,Groceries,Peak,Sunday,No,43
ORD011724,PROD5656,Clothing,Festival,Sunday,No,43
ORD010363,PROD1705,Furniture,Festival,Sunday,No,15
ORD005266,PROD1528,Furniture,Normal,Sunday,No,24
ORD012106,PROD7581,Furniture,Peak,Sunday,No,11
ORD010640,PROD2409,Groceries,Festival,Sunday,No,45
ORD012581,PROD3672,Electronics,Normal,Sunday,Yes,5
ORD012744,PROD2197,Groceries,Off-Peak,Sunday,No,4
ORD008202,PROD9500,Furniture,Festival,Sunday,No,27
ORD007138,PROD9266,Electronics,Peak,Sunday,No,5
ORD009501,PROD6692,Pharmaceuticals,Normal,Sunday,No,9
ORD006298,PROD9250,Furniture,Normal,Sunday,No,7
ORD009859,PROD9151,Furniture,Festival,Sunday,No,44
ORD009120,PROD3397,Groceries,Normal,Sunday,No,43
ORD003517,PROD2676,Groceries,Normal,Sunday,No,27
ORD001984,PROD4804,Electronics,Festival,Sunday,No,29
ORD008485,PROD3736,Groceries,Festival,Sunday,No,45
ORD011262,PROD3263,Furniture,Peak,Sunday,No,38
ORD012470,PROD9605,Groceries,Peak,Sunday,No,29
ORD008363,PROD2048,Electronics,Festival,Sunday,Yes,41
ORD009839,PROD4794,Furniture,Peak,Sunday,No,34
ORD007175,PROD9049,Electronics,Festival,Sunday,Yes,0
ORD006294,PROD4693,Pharmaceuticals,Off-Peak,Sunday,No,46
ORD004760,PROD5404,Furniture,Festival,Sunday,No,27
ORD011518,PROD6460,Furniture,Peak,Sunday,No,3
ORD003211,PROD2655,Clothing,Off-Peak,Sunday,Yes,37
ORD010465,PROD2602,Groceries,Festival,Sunday,No,8
ORD010021,PROD6703,Clothing,Normal,Sunday,No,28
ORD013720,PROD4498,Groceries,Normal,Sunday,No,21
ORD005833,PROD5280,Electronics,Festival,Sunday,No,3
